CODE	UZ	RU	EN
Observation	Bemor, qurilma yoki boshqa mavzu haqida o'lchovlar va oddiy tasdiqlar.	Измерения и простые утверждения, касающиеся пациента, устройства или другого объекта.	Measurements and simple assertions made about a patient, device or other subject.
ObservationDefinition	Buyurtmali sog'liqni saqlash xizmati tomonidan ishlab chiqarilgan yoki iste'mol qilinadigan kuzatuv yoki o'lchov turi uchun tavsiflovchi xususiyatlar to'plami.	Набор определяющих характеристик для вида наблюдения или измерения, производимого или потребляемого заказываемой услугой здравоохранения.	Set of definitional characteristics for a kind of observation or measurement produced or consumed by an orderable health care service.
OperationDefinition	Operatsiyaning rasmiy hisoblangan ta'rifi (RESTful interfeysida) yoki nomlangan so'rov (qidiruv o'zaro ta'siridan foydalangan holda).	Формальное вычислимое определение операции (в интерфейсе RESTful) или именованного запроса (с использованием поискового взаимодействия).	A formal computable definition of an operation (on the RESTful interface) or a named query (using the search interaction).
OperationOutcome	Tizim harakati natijasida yuzaga keladigan xato, ogohlantirish yoki ma'lumot xabarlari to'plami.	Набор сообщений об ошибках, предупреждений или информационных сообщений, которые возникают в результате действия системы.	A collection of error, warning, or information messages that result from a system action.
Organization	Kollektiv harakatlarning qandaydir shakllariga erishish uchun tuzilgan odamlar yoki tashkilotlarning rasmiy yoki norasmiy ravishda tan olingan guruhi. Kompaniyalar, muassasalar, korporatsiyalar, bo'limlar, jamoat guruhlari, tibbiy amaliyot guruhlari, to'lovchi/sug'urtalovchi va boshqalarni o'z ichiga oladi.	Официально или неофициально признанная группа людей или организаций, созданная с целью достижения какой-либо формы коллективного действия. Включает компании, учреждения, корпорации, департаменты, общественные группы, группы практик здравоохранения, плательщика/страховщика и т. д.	A formally or informally recognized grouping of people or organizations formed for the purpose of achieving some form of collective action. Includes companies, institutions, corporations, departments, community groups, healthcare practice groups, payer/insurer, etc.
OrganizationAffiliation	2 ta alohida tashkilot o'rtasidagi mansublik/assotsiatsiya/munosabatni belgilaydi, bu munosabatlarning/bo'linma munosabatlarining bir qismi emas.	Определяет аффилированность/ассоциацию/отношения между двумя различными организациями, которые не являются отношениями части/подразделения.	Defines an affiliation/assotiation/relationship between 2 distinct organizations, that is not a part-of relationship/sub-division relationship.
PackagedProductDefinition	Idishdagi yoki paketdagi tibbiy jihatdan bog'liq buyum yoki narsalar.	Предмет или предметы медицинского назначения в контейнере или упаковке.	A medically related item or items, in a container or package.
Parameters	Ushbu resurs ma'lumotni operatsiyaga va undan qaytarish uchun ishlatiladi (to'g'ridan-to'g'ri REST yoki xabar almashish muhitida chaqiriladi). Parametrlar resursi taʼrifida tavsiflangan hollar bundan mustasno, boshqa manbalar tomonidan qoʻllab-quvvatlanmaydi yoki havola qilinishiga ruxsat etilmaydi.	Этот ресурс используется для передачи информации в операцию и обратно из нее (будь то вызванная напрямую из REST или в среде обмена сообщениями). Он не сохраняется и не может быть использован другими ресурсами, за исключением случаев, описанных в определении ресурса Parameters.	This resource is used to pass information into and back from an operation (whether invoked directly from REST or within a messaging environment). It is not persisted or allowed to be referenced by other resources except as described in the definition of the Parameters resource.
Patient	Demografik va boshqa ma'muriy ma'lumotlarga ega bo'lgan jismoniy shaxs yoki hayvonlarga g'amxo'rlik yoki sog'liq bilan bog'liq boshqa xizmatlar.	Демографические данные и другая административная информация о человеке или животном, получающем уход или другие услуги, связанные со здоровьем.	Demographics and other administrative information about an individual or animal receiving care or other health-related services.
PaymentNotice	Ushbu resurs ko'rsatilgan tovarlar va xizmatlar uchun to'lov holatini, so'rov va javob manbalari ma'lumotnomalarini taqdim etadi.	Данный ресурс предоставляет информацию о статусе оплаты за оказанные товары и услуги, а также ссылки на ресурсы запросов и ответов.	This resource provides the status of the payment for goods and services rendered, and the request and response resource references.
PaymentReconciliation	Ushbu resurs to'lov miqdorini o'z ichiga olgan tafsilotlarni taqdim etadi va to'lanadigan to'lov elementlarini taqsimlaydi.	Этот ресурс предоставляет подробную информацию, включая сумму платежа, а также распределяет оплачиваемые платежные позиции.	This resource provides the details including amount of a payment and allocates the payment items being paid.
Permission	Ruxsat resursi ma'lum ma'lumotlar va kontekst uchun kirish qoidalariga ega.	Ресурс разрешений содержит правила доступа для заданных данных и контекста.	Permission resource holds access rules for a given data and context.
Person	Muayyan sog'liq bilan bog'liq kontekstdan mustaqil shaxs haqidagi demografik va ma'muriy ma'lumotlar.	Демографические и административные данные о человеке независимо от конкретного контекста, связанного со здоровьем.	Demographics and administrative information about a person independent of a specific health-related context.
PlanDefinition	Ushbu resurs har xil turdagi rejalarni umumiy, sarflanadigan va bajariladigan artefakt sifatida aniqlash imkonini beradi. Resurs klinik qarorlarni qoʻllab-quvvatlash qoidalari, buyurtmalar toʻplami, protokollar va dori sifati spetsifikatsiyalari kabi keng doiradagi klinik va klinik boʻlmagan artefaktlarning tavsifini qoʻllab-quvvatlash uchun yetarli darajada umumiydir.	Этот ресурс позволяет определять различные типы планов как артефакты, которые можно совместно использовать, которые можно использовать и которые можно выполнять. Ресурс достаточно общий, чтобы поддерживать описание широкого спектра клинических и неклинических артефактов, таких как правила поддержки клинических решений, наборы заказов, протоколы и спецификации качества лекарств.	This resource allows for the definition of various types of plans as a sharable, consumable, and executable artifact. The resource is general enough to support the description of a broad range of clinical and non-clinical artifacts such as clinical decision support rules, order sets, protocols, and drug quality specifications.
Practitioner	Sog'liqni saqlash yoki tegishli xizmatlarni ko'rsatishda bevosita yoki bilvosita ishtirok etadigan shaxs.	Лицо, которое прямо или косвенно участвует в предоставлении медицинских или связанных с ними услуг.	A person who is directly or indirectly involved in the provisioning of healthcare or related services.
PractitionerRole	Amaliyotchi bajarishi mumkin bo'lgan yoki tashkilotda ma'lum vaqt davomida bajargan rollar/joylar/mutaxassisliklar/xizmatlar to'plami.	Определенный набор ролей/мест/специальностей/услуг, которые практикующий специалист может выполнять или выполнял в организации в течение определенного периода времени.	A specific set of Roles/Locations/specialties/services that a practitioner may perform, or has performed at an organization during a period of time.
Procedure	Bemor, amaliyotchi, qurilma, tashkilot yoki joylashuvda yoki u uchun bajarilgan yoki bajarilgan harakat. Masalan, bu bemorga operatsiya kabi jismoniy aralashuv yoki uzoq muddatli xizmatlar, maslahat yoki gipnoterapiya kabi kamroq invaziv bo'lishi mumkin. Bu joy, tashkilot yoki qurilma uchun sifat yoki xavfsizlik tekshiruvi bo'lishi mumkin. Bu amaliyotchini litsenziyalash uchun akkreditatsiya qilish tartibi bo'lishi mumkin.	Действие, которое выполняется или выполнялось для пациента, врача, устройства, организации или местоположения. Например, это может быть физическое вмешательство в пациента, например, операция, или менее инвазивное, например, долгосрочные услуги, консультирование или гипнотерапия. Это может быть проверка качества или безопасности местоположения, организации или устройства. Это может быть процедура аккредитации врача для лицензирования.	An action that is or was performed on or for a patient, practitioner, device, organization, or location. For example, this can be a physical intervention on a patient like an operation, or less invasive like long term services, counseling, or hypnotherapy. This can be a quality or safety inspection for a location, organization, or device. This can be an accreditation procedure on a practitioner for licensing.
Provenance	Resursning kelib chiqishi - bu resursni ishlab chiqarish va etkazib berish yoki boshqa yo'l bilan ta'sir qilish bilan bog'liq ob'ektlar va jarayonlarni tavsiflovchi yozuv. Provenance haqiqiylikni baholash, ishonchni ta'minlash va takrorlanishiga ruxsat berish uchun muhim asos bo'lib xizmat qiladi. Kelib chiqishi haqidagi da'volar kontekstli metama'lumotlarning bir shakli bo'lib, o'zlari o'zlarining kelib chiqishi bilan muhim yozuvlarga aylanishi mumkin. Kelib chiqishi haqidagi bayonot haqiqiylik, ishonchlilik va ishonchlilik, yaxlitlik va hayot aylanish bosqichiga (masalan, Hujjatni to'ldirish - artefakt qonuniy jihatdan tasdiqlangan) ishonch nuqtai nazaridan klinik ahamiyatga ega ekanligini ko'rsatadi, bularning barchasi xavfsizlik, maxfiylik va ishonch siyosatiga ta'sir qilishi mumkin.	Происхождение ресурса — это запись, которая описывает сущности и процессы, вовлеченные в производство и доставку или иным образом влияющие на этот ресурс. Происхождение обеспечивает критически важную основу для оценки подлинности, обеспечения доверия и обеспечения воспроизводимости. Утверждения о происхождении являются формой контекстных метаданных и сами могут стать важными записями со своим собственным происхождением. Заявление о происхождении указывает на клиническую значимость с точки зрения уверенности в подлинности, надежности и достоверности, целостности и стадии жизненного цикла (например, Завершение документа — был ли артефакт юридически аутентифицирован), все из которых могут влиять на политику безопасности, конфиденциальности и доверия.	Provenance of a resource is a record that describes entities and processes involved in producing and delivering or otherwise influencing that resource. Provenance provides a critical foundation for assessing authenticity, enabling trust, and allowing reproducibility. Provenance assertions are a form of contextual metadata and can themselves become important records with their own provenance. Provenance statement indicates clinical significance in terms of confidence in authenticity, reliability, and trustworthiness, integrity, and stage in lifecycle (e.g. Document Completion - has the artifact been legally authenticated), all of which may impact security, privacy, and trust policies.
Questionnaire	Yakuniy foydalanuvchilarning javoblarini to'plash uchun mo'ljallangan tuzilgan savollar to'plami. Anketalar izchil, izchil ma'lumotlarni to'plash uchun tartib, taqdimot, frazeologiya va guruhlash ustidan batafsil nazoratni ta'minlaydi.	Структурированный набор вопросов, предназначенный для руководства сбором ответов от конечных пользователей. Анкеты обеспечивают подробный контроль над порядком, представлением, фразеологией и группировкой для обеспечения последовательного, согласованного сбора данных.	A structured set of questions intended to guide the collection of answers from end-users. Questionnaires provide detailed control over order, presentation, phraseology and grouping to allow coherent, consistent data collection.
QuestionnaireResponse	Tuzilgan savollar to'plami va ularga javoblar. Savollar tartibga solinadi va javob berilayotgan anketaning guruhlash tuzilishiga mos keladigan izchil kichik to'plamlarga guruhlanadi.	Структурированный набор вопросов и ответов на них. Вопросы упорядочены и сгруппированы в связные подмножества, соответствующие структуре группировки анкеты, на которую дается ответ.	A structured set of questions and their answers. The questions are ordered and grouped into coherent subsets, corresponding to the structure of the grouping of the questionnaire being responded to.
RegulatedAuthorization	Yo'riqnomada, reglamentda, qoidada yoki qonun hujjatlarida keltirilgan tartibga solinadigan mahsulot, davolash, ob'ekt yoki faoliyat bilan bog'liq tartibga soluvchi tasdiqlash, ruxsat berish yoki litsenziyalash. Masalan, dorivor mahsulotga nisbatan bozor ruxsatnomasi.	Регуляторное одобрение, разрешение или лицензирование, связанное с регулируемым продуктом, лечением, объектом или деятельностью, которые упоминаются в руководстве, постановлении, правиле или законодательном акте. Примером является разрешение на продажу, касающееся лекарственного средства.	Regulatory approval, clearance or licencing related to a regulated product, treatment, facility or activity that is cited in a guidance, regulation, rule or legislative act. An example is Market Authorization relating to a Medicinal Product.
RelatedPerson	Bemorning sog'lig'i yoki bemorga g'amxo'rlik qilish bilan shug'ullanadigan, ammo sog'liqni saqlashning maqsadi bo'lmagan va parvarishlash jarayonida rasmiy javobgarlikka ega bo'lmagan shaxs to'g'risidagi ma'lumotlar.	Информация о лице, которое принимает участие в охране здоровья пациента или в уходе за пациентом, но не является объектом оказания медицинской помощи и не несет официальной ответственности за процесс оказания медицинской помощи.	Information about a person that is involved in a patient's health or the care for a patient, but who is not the target of healthcare, nor has a formal responsibility in the care process.
RequestOrchestration	“Ushbu dorini undan keyin bering” kabi oʻzaro bogʻliqliklarga ega boʻlgan maqsadli faoliyatni qoʻlga kiritish uchun ishlatilishi mumkin boʻlgan tegishli soʻrovlar toʻplami.	Набор связанных запросов, которые можно использовать для фиксации предполагаемых взаимозависимых действий, например «дать это лекарство после того».	"A set of related requests that can be used to capture intended activities that have inter-dependencies such as ""give this medication after that one""."
Requirements	Talablar resursi aktyorni - inson yoki ma'lumotlar almashinuvida rol o'ynaydigan va aktyor o'ynagan roli bilan bog'liq majburiyatlarga ega bo'lgan ilovani tasvirlash uchun ishlatiladi.	Ресурс «Требования» используется для описания субъекта — человека или приложения, которые играют роль в обмене данными и могут иметь обязательства, связанные с ролью, которую играет субъект.	The Requirements resource is used to describe an actor - a human or an application that plays a role in data exchange, and that may have obligations associated with the role the actor plays.
ResearchStudy	Tabiatni ilmiy o'rganish, ba'zan sog'liq va kasallik bilan bog'liq jarayonlarni o'z ichiga oladi. Masalan, klinik tadqiqotlar odamlarni qamrab oladigan tadqiqot ishlaridir. Ushbu tadqiqotlar kasallikni tekshirish, oldini olish, tashxislash va davolashning yangi usullari bilan bog'liq bo'lishi mumkin. Ular, shuningdek, o'tmishda yoki kelajakda to'plangan ma'lumotlarni ko'rib chiqish orqali ma'lum natijalarni va ma'lum odamlar guruhlarini o'rganishlari mumkin.	Научное исследование природы, которое иногда включает процессы, связанные со здоровьем и болезнями. Например, клинические испытания — это исследования, в которых участвуют люди. Эти исследования могут быть связаны с новыми способами скрининга, профилактики, диагностики и лечения болезней. Они также могут изучать определенные результаты и определенные группы людей, рассматривая данные, собранные в прошлом или будущем.	A scientific study of nature that sometimes includes processes involved in health and disease. For example, clinical trials are research studies that involve people. These studies may be related to new ways to screen, prevent, diagnose, and treat disease. They may also study certain outcomes and certain groups of people by looking at data collected in the past or future.
ResearchSubject	Tadqiqot predmeti - tadqiqot tadqiqotida tergov harakatlarining oluvchisi bo'lgan ishtirokchi yoki ob'ekt.	Субъект исследования — участник или объект, являющийся объектом следственной деятельности в ходе научного исследования.	A ResearchSubject is a participant or object which is the recipient of investigative activities in a research study.
RiskAssessment	Bemor yoki boshqa mavzu uchun mumkin bo'lgan natijalar (lar) ni, shuningdek, har bir natijaning ehtimolini baholash.	Оценка вероятного(ых) результата(ов) для пациента или другого субъекта, а также вероятности каждого результата.	An assessment of the likely outcome(s) for a patient or other subject as well as the likelihood of each outcome.
Schedule	Uchrashuvlarni bron qilish uchun mavjud bo'lishi mumkin bo'lgan vaqt oralig'i uchun konteyner.	Контейнер для временных интервалов, которые могут быть доступны для записи на прием.	A container for slots of time that may be available for booking appointments.
SearchParameter	Resursni qidirish/filtrlash uchun ishlatilishi mumkin bo'lgan nomli qidiruv elementini belgilaydigan qidiruv parametri.	Параметр поиска, определяющий именованный элемент поиска, который можно использовать для поиска/фильтрации по ресурсу.	A search parameter that defines a named search item that can be used to search/filter on a resource.
ServiceRequest	Diagnostik tekshiruvlar, muolajalar yoki amalga oshiriladigan operatsiyalar kabi xizmat so'rovi qaydi.	Запись запроса на выполнение таких услуг, как диагностические исследования, лечение или операции.	A record of a request for service such as diagnostic investigations, treatments, or operations to be performed.
Slot	Uchrashuvlarni bron qilish uchun mavjud bo'lishi mumkin bo'lgan jadvaldagi vaqt oralig'i.	Отрезок времени в расписании, который может быть доступен для записи на прием.	A slot of time on a schedule that may be available for booking appointments.
Specimen	Tahlil qilish uchun ishlatiladigan namuna.	Образец для анализа.	A sample to be used for analysis.
SpecimenDefinition	Tegishli talablar to'plamiga ega namunaning bir turi.	Своего рода образец с соответствующим набором требований.	A kind of specimen with associated set of requirements.
StructureDefinition	FHIR strukturasining ta'rifi. Ushbu resurs FHIR da belgilangan asosiy manbalarni, ma'lumotlar turlarini tavsiflash, shuningdek, resurslar va ma'lumotlar turlari bo'yicha kengaytmalar va cheklovlarni tavsiflash uchun ishlatiladi.	Определение структуры FHIR. Этот ресурс используется для описания базовых ресурсов, типов данных, определенных в FHIR, а также для описания расширений и ограничений ресурсов и типов данных.	A definition of a FHIR structure. This resource is used to describe the underlying resources, data types defined in FHIR, and also for describing extensions and constraints on resources and data types.
StructureMap	Ma'lumotlarni o'zgartirish uchun ishlatilishi mumkin bo'lgan 2 ta tuzilma o'rtasidagi munosabatlar xaritasi.	Карта взаимосвязей между двумя структурами, которую можно использовать для преобразования данных.	A Map of relationships between 2 structures that can be used to transform data.
Subscription	Obuna resursi ma'lum bir mijozning SubscriptionTopic haqida xabardor bo'lish so'rovini tavsiflaydi.	Ресурс подписки описывает запрос конкретного клиента на получение уведомлений о теме подписки.	The subscription resource describes a particular client's request to be notified about a SubscriptionTopic.
SubscriptionStatus	SubscriptionStatus resursi bildirishnomalar paytida obuna holatini tavsiflaydi. Bu davom etmaydi.	Ресурс SubscriptionStatus описывает состояние подписки во время уведомлений. Он не сохраняется.	The SubscriptionStatus resource describes the state of a Subscription during notifications. It is not persisted.
SubscriptionTopic	Trigger mezonlari boʻyicha aniqlangan va ushbu mavzu boʻyicha proyeksiyalarni filtrlash uchun foydali yorliqlar bilan izohlangan resurs holatidagi oʻzgarishlar oqimini tavsiflaydi.	Описывает поток изменений состояния ресурсов, идентифицированных по критериям триггера и аннотированных метками, полезными для фильтрации проекций по этой теме.	Describes a stream of resource state changes identified by trigger criteria and annotated with labels useful to filter projections from this topic.
Substance	Aniq tarkibga ega bir hil material.	Однородный материал с определенным составом.	A homogeneous material with a definite composition.
SubstanceDefinition	Moddaning batafsil tavsifi, odatda retseptlash uchun ishlatiladigan darajadan tashqarida.	Подробное описание вещества, как правило, на уровне, выходящем за рамки того, что используется для выписывания рецептов.	The detailed description of a substance, typically at a level beyond what is used for prescribing.
SubstanceNucleicAcid	Nuklein kislotalar uchta alohida element bilan belgilanadi: asos, shakar va bog'lanish. Ushbu elementlarning har biri uchun individual modda/qism identifikatorlari yaratiladi. Nukleotidlar ketma-ketligi har doim 5'-3' yo'nalishda kiritiladi.	Нуклеиновые кислоты определяются тремя различными элементами: основанием, сахаром и связью. Для каждого из этих элементов будут созданы индивидуальные идентификаторы веществ/частей. Нуклеотидная последовательность всегда будет вводиться в направлении 5'-3'.	Nucleic acids are defined by three distinct elements: the base, sugar and linkage. Individual substance/moiety IDs will be created for each of these elements. The nucleotide sequence will be always entered in the 5’-3’ direction.
SubstancePolymer	Polimer bo'lgan unga xos moddaning xossalari.	Свойства вещества, характерные для того, чтобы оно было полимером.	Properties of a substance specific to it being a polymer.
SubstanceProtein	Modda oqsili chiziqli aminokislotalar ketma-ketligining yagona birligi yoki kovalent bog'langan yoki belgilangan o'zgarmas stexiometrik munosabatga ega bo'lgan subbirliklarning kombinatsiyasi sifatida aniqlanadi. Bu, foydalanish terapevtik yoki profilaktik bo'lishidan qat'i nazar, belgilangan ketma-ketlikdagi barcha sintetik, rekombinant va tozalangan moddalar oqsillarini o'z ichiga oladi. Ushbu elementlar to'plami albuminlar, koagulyatsion omillar, sitokinlar, o'sish omillari, peptidlar/moddalar oqsil gormonlari, fermentlar, toksinlar, toksoidlar, rekombinant vaktsinalar va immunomodulyatorlarni tavsiflash uchun ishlatiladi.	SubstanceProtein определяется как отдельная единица линейной аминокислотной последовательности или комбинация субъединиц, которые либо ковалентно связаны, либо имеют определенную инвариантную стехиометрическую связь. Сюда входят все синтетические, рекомбинантные и очищенные SubstanceProteins определенной последовательности, независимо от того, является ли использование терапевтическим или профилактическим. Этот набор элементов будет использоваться для описания альбуминов, факторов свертывания крови, цитокинов, факторов роста, пептидных/SubstanceProtein гормонов, ферментов, токсинов, токсоидов, рекомбинантных вакцин и иммуномодуляторов.	A SubstanceProtein is defined as a single unit of a linear amino acid sequence, or a combination of subunits that are either covalently linked or have a defined invariant stoichiometric relationship. This includes all synthetic, recombinant and purified SubstanceProteins of defined sequence, whether the use is therapeutic or prophylactic. This set of elements will be used to describe albumins, coagulation factors, cytokines, growth factors, peptide/SubstanceProtein hormones, enzymes, toxins, toxoids, recombinant vaccines, and immunomodulators.
SubstanceReferenceInformation	Modda haqida ma'lumot	Справочная информация о веществе	Substance Reference Information
SubstanceSourceMaterial	Manba materiali taksonomik va anatomik kelib chiqishi, shuningdek, moddani shakllantirishga olib kelishi mumkin bo'lgan yoki o'zgartirilishi mumkin bo'lgan materialning ulushi haqidagi ma'lumotlarni qamrab olishi kerak. Ushbu ma'lumotlar elementlari to'plami biologik matritsalardan ajratilgan polimer moddalarini aniqlash uchun ishlatilishi kerak. Taksonomik va anatomik kelib chiqishi kerak bo'lganda boshqariladigan lug'at yordamida tasvirlanishi kerak. Bu ma'lumotlar tabiiy kelib chiqadigan polimerlar (. kraxmal) va strukturaviy xilma-xil moddalar uchun olinadi. Kingdom Plantae ga mansub organizmlar uchun modda darajasi bitta tur yoki infraturning yangi materialini, o'simlik dori va o'simlik preparatini belgilaydi. O'simlik preparatlari uchun fraksiya ma'lumotlari moddalar haqida ma'lumot darajasida va o'simlik ekstraktlari uchun qo'shimcha ma'lumotlar Belgilangan moddalar guruhi 1 ma'lumot darajasida olinadi. Qo'shimcha tushuntirish uchun Moddalar klassi: Strukturaviy jihatdan xilma-xil va o'simlik ilovasiga qarang.	Исходный материал должен содержать информацию о таксономическом и анатомическом происхождении, а также о доле материала, которая может привести к образованию вещества или может быть модифицирована для его образования. Этот набор элементов данных должен использоваться для определения полимерных веществ, выделенных из биологических матриц. Таксономическое и анатомическое происхождение должно быть описано с использованием контролируемого словаря по мере необходимости. Эта информация собирается для полимеров, полученных естественным путем (. крахмал) и структурно разнообразных веществ. Для организмов, принадлежащих к царству растений, уровень вещества определяет свежий материал одного вида или внутривидового, растительное лекарство и растительный препарат. Для растительных препаратов информация о фракции будет собрана на уровне информации о веществе, а дополнительная информация для растительных экстрактов будет собрана на уровне информации об указанной группе веществ 1. Для получения дополнительных объяснений см. Класс вещества: структурно разнообразный и приложение о травах.	Source material shall capture information on the taxonomic and anatomical origins as well as the fraction of a material that can result in or can be modified to form a substance. This set of data elements shall be used to define polymer substances isolated from biological matrices. Taxonomic and anatomical origins shall be described using a controlled vocabulary as required. This information is captured for naturally derived polymers ( . starch) and structurally diverse substances. For Organisms belonging to the Kingdom Plantae the Substance level defines the fresh material of a single species or infraspecies, the Herbal Drug and the Herbal preparation. For Herbal preparations, the fraction information will be captured at the Substance information level and additional information for herbal extracts will be captured at the Specified Substance Group 1 information level. See for further explanation the Substance Class: Structurally Diverse and the herbal annex.
SupplyDelivery	Yetkazib berilgan narsalarni etkazib berish yozuvi.	Запись о доставке поставленного товара.	Record of delivery of what is supplied.
SupplyRequest	Sog'liqni saqlash sharoitida ishlatiladigan dori, modda, qurilma, biologik olingan mahsulotning ayrim turlari va oziq-ovqat mahsuloti uchun bemorga xos bo'lmagan so'rovning qaydi.	Запись не являющегося пациентом конкретного запроса на лекарственное средство, вещество, устройство, определенные типы биологически полученных продуктов и пищевых продуктов, используемых в медицинском учреждении.	A record of a non-patient specific request for a medication, substance, device, certain types of biologically derived product, and nutrition product used in the healthcare setting.
Task	Bajarilishi kerak bo'lgan vazifa.	Задача, которую необходимо выполнить.	A task to be performed.
TerminologyCapabilities	TerminologyCapabilities resursi FHIR Terminologiya Serverining imkoniyatlari (xatti-harakati) to'plamini hujjatlashtiradi, ulardan haqiqiy server funksionalligi haqidagi bayonot yoki kerakli yoki kerakli serverni amalga oshirish bayonoti sifatida foydalanish mumkin.	Ресурс TerminologyCapabilities документирует набор возможностей (поведений) сервера терминологии FHIR, которые могут использоваться в качестве заявления о фактической функциональности сервера или заявления о требуемой или желаемой реализации сервера.	A TerminologyCapabilities resource documents a set of capabilities (behaviors) of a FHIR Terminology Server that may be used as a statement of actual server functionality or a statement of required or desired server implementation.
TestPlan	Artefakt yoki spetsifikatsiyalar bo'yicha sinovni o'tkazish rejasi	План проведения тестирования артефакта или спецификаций	A plan for executing testing on an artifact or specifications
TestReport	TestScript-ni bajarish natijalariga asoslangan ma'lumotlarning qisqacha mazmuni.	Сводка информации, основанная на результатах выполнения TestScript.	A summary of information based on the results of executing a TestScript.
TestScript	FHIR spetsifikatsiyasiga muvofiqligini aniqlash uchun FHIR serveriga yoki mijozning amalga oshirilishiga qarshi tuzilgan testlar to'plami.	Структурированный набор тестов для реализации сервера или клиента FHIR для определения соответствия спецификации FHIR.	A structured set of tests against a FHIR server or client implementation to determine compliance against the FHIR specification.
Transport	Transport qaydnomasi.	Запись о транспортировке.	Record of transport.
ValueSet	ValueSet resurs namunasi ma'lum bir kontekstda foydalanish uchun mo'ljallangan bir yoki bir nechta kod tizimlaridan olingan kodlar to'plamini belgilaydi. Qiymat to'plamlari CodeSystem ta'riflari va ulardan kodlangan elementlarda foydalanish o'rtasidagi bog'liqlik .	Экземпляр ресурса ValueSet определяет набор кодов, взятых из одной или нескольких кодовых систем, предназначенных для использования в определенном контексте. Наборы значений связывают определения CodeSystem и их использование в кодированных элементах .	A ValueSet resource instance specifies a set of codes drawn from one or more code systems, intended for use in a particular context. Value sets link between CodeSystem definitions and their use in coded elements.
VerificationResult	Bir yoki bir nechta elementlar uchun tekshirish talablari, manba(lar), holat va sanalarni tavsiflaydi.	Описывает требования к проверке, источник(и), статус и даты для одного или нескольких элементов.	Describes validation requirements, source(s), status and dates for one or more elements.
VisionPrescription	Bemorga ko'zoynak va/yoki kontakt linzalarni taqdim etish uchun ruxsatnoma.	Разрешение на предоставление пациенту очков и/или контактных линз.	An authorization for the provision of glasses and/or contact lenses to a patient.
