Code	UZ	RU (SNOMED CT)	EN
  1399002 		Разрез и исследование мочеточника	Incision and exploration of ureter
  1414009 		Ангиография артериовенозного шунта	Angiography of arteriovenous shunt
  1494008 		Измерение осмолярности	Osmolarity measurement
  1550000 		Измерение амикацина	Amikacin measurement
  1559004 		Анализ ИЛ-2	IL-2 assay
  1597004 		Рентгенография скелета голеностопного сустава и стопы	Skeletal X-ray of ankle and foot
  1616001 		Измерение галактозилцерамида бета-галактозидазы, лейкоциты	Galactosylceramide beta-galactosidase measurement, leukocytes
  1640009 		Анамнез и медицинский осмотр, страхование	History and physical examination, insurance
  1677001 		тест Хаагенсена	Haagensen test
  1712009 		Иммуноглобулиновое типирование, IgG	Immunoglobulin typing, IgG
  1757000 		Артроскопия запястья с частичной синовэктомией	Arthroscopy of wrist with partial synovectomy
  1759002 		Оценка состояния питания	Assessment of nutritional status
  1784004 		Фекальный стеркобилин, качественный	Fecal stercobilin, qualitative
  1787006 		Ультразвуковой контроль при перикардиоцентезе	Ultrasonic guidance for pericardiocentesis
  1820004 		Измерение алкоголя в выдыхаемом воздухе	Alcohol measurement, breath
  1879000 		Измерение флуоресцентного антигена	Fluorescent antigen measurement
  2054004 		Количественное и качественное измерение барбитуратов	Barbiturates measurement, quantitative and qualitative
  2196003 		Газожидкостная хроматография, электронно-захватного типа	Gas liquid chromatography, electron capture type
  2214008 		Кюретажная проба кожи	Curette test of skin
  2220009 		Анализ комплементарного компонента	Complement component assay
  2225004 		Тест сенсибилизирующей системы	Sensititer system test
  2244006 		Артроскопия запястья с внутренней фиксацией при нестабильности	Arthroscopy of wrist with internal fixation for instability
  2276001 		Исследование подколенной артерии	Exploration of popliteal artery
  2278000 		Анализ мочи, автоматизированный	Urinalysis, automated
  2279008 		Обнаружение антител, эритроцитов, ферментов, одноэтапная методика, включая античеловеческий глобулин	Antibody detection, RBC, enzyme, 1 stage technique, including anti-human globulin
  2290003 		Микробная культура, анаэробная, первичная изоляция	Microbial culture, anaerobic, initial isolation
  2347001 		Построение диагностической модели	Diagnostic model construction
  2373006 		Оценка мазка лейкоцитарной пленки	Buffy coat smear evaluation
  2408004 		Измерение гексозаминидазы А и общей гексозаминидазы, сыворотка	Hexosaminidase A and total hexosaminidase measurement, serum
  2425002 		Серологический тест на вирус Эпштейна-Барр	Epstein-Barr virus serologic test
  2448007 		Подсчет клеток синовиальной жидкости с дифференциальным подсчетом	Cell count of synovial fluid with differential count
  2507007 		Измерение 5' нуклеотидазы	5' Nucleotidase measurement
  2508002 		Ретроградная урография с КУБ	Retrograde urography with KUB
  2531002 		Анализ функции мононуклеарных клеток	Mononuclear cell function assay
  2629003 		Мониторинг внутричерепного/церебрального перфузионного давления	Intracranial/cerebral perfusion pressure monitoring
  2646000 		Разрез и исследование семявыносящего протока	Incision and exploration of vas deferens
  2690005 		Магнитно-резонансная томография таза	Magnetic resonance imaging of pelvis
  2693007 		Жир в кале, количественное измерение	Stool fat, quantitative measurement
  2696004 		Печеночная венография с оценкой гемодинамики	Hepatic venography with hemodynamic evaluation
  2722000 		Анализ ИЛ-3	IL-3 assay
  2731000 		Серологический тест на вирус гриппа А (процедура)	Serologic test for Influenza A virus (procedure)
  2737001 		Экспериментальная краниотомия, инфратенториальная	Exploratory craniotomy, infratentorial
  2743004 		Оперативная эндоскопия подвздошной кишки	Operative endoscopy of ileum
  2811005 		Кинорентгенография глотки	Cineradiography of pharynx
  2842000 		Газохроматографическое измерение	Gas chromatography measurement
  2847006 		Цервикальная миелография	Cervical myelography
  2885009 		Внутрикожная проба	Intradermal skin test
  2891006 		Артроскопия локтя с частичной синовэктомией	Arthroscopy of elbow with partial synovectomy
  2898000 		Анализ ДНК, дородовой, кровь	DNA analysis, antenatal, blood
  2933008 		Пневмогинекология	Pneumogynecography
  2947007 		Измерение терапевтического соединения	Therapeutic compound measurement
  3025001 		Измерение кальцитонина	Calcitonin measurement
  3047001 		Фотография глазного дна Kowa	Kowa fundus photography
  3063009 		Гастроскопия через искусственную стому	Gastroscopy through artificial stoma
  3116009 		Панель свертывания крови	Blood coagulation panel
  3130004 		Мониторинг сердечного выброса с помощью ЭКГ	Monitoring of cardiac output by ECG
  3143004 		Исследование и оценка поля зрения, средний уровень	Visual field examination and evaluation, intermediate
  3162001 		Измерение гадолиния	Gadolinium measurement
  3256004 		Шейная лимфангиограмма	Cervical lymphangiogram
  3257008 		Опорожните и измерьте количество перитонеальной диализной жидкости	Empty and measure peritoneal dialysis fluid
  3258003 		Артериография церебральных артерий	Arteriography of cerebral arteries
  3352000 		Измерение паратиреоидного гормона	Parathyroid hormone measurement
  3357006 		Исследование кинетики железа	Iron kinetics study
  3413006 		Морфология клеток крови	Blood cell morphology
  3450007 		Оценка лимфоцитов, Т- и В-клеток (процедура)	Lymphocytes, T and B cell evaluation (procedure)
  3527003 		Измерение антител	Antibody measurement
  3620007 		Исследование выживаемости эритроцитов при печеночной секвестрации	Red cell survival study with hepatic sequestration
  3683006 		Измерение селена в моче	Selenium measurement, urine
  3717006 		Разбавьте яд гадюки Рассела время	Dilute Russell viper venom time
  3735002 		Измерение копропорфирина III	Coproporphyrin III measurement
  3770000 		Тестирование мочи с помощью тест-полосок в отделении	Ward urine dip stick testing
  3784005 		Кожная проба замедленной гиперчувствительности для SK-SD	Delayed hypersensitivity skin test for SK-SD
  3787003 		Ультразвуковой контроль при игольной биопсии	Ultrasonic guidance for needle biopsy
  3794000 		Измерение прегнантриола	Pregnanetriol measurement
  3799005 		Рентгенография аденоидов	Radiography of adenoids
  3858009 		Эхография щитовидной железы, А-режим	Echography of thyroid, A-mode
  3862003 		Измерение общей жизненной емкости легких	Total vital capacity measurement
  3926003 		Измерение молочной кислоты	Lactic acid measurement
  3955006 		Элюция антител, эритроциты	Antibody elution, RBC
  3967008 		Иммуноферментный анализ с поляризацией флуоресценции	Fluorescence polarization immunoassay
  3971006 		Выявление носительства мышечной дистрофии Дюшенна	Duchenne muscular dystrophy carrier detection
  3991004 		Магнитно-резонансная томография таза, предстательной железы и мочевого пузыря	Magnetic resonance imaging of pelvis, prostate and bladder
  3998005 		Визуализация костей ограниченной области	Bone imaging of limited area
  4007002 		Тест на античеловеческий глобулин, непрямой, титр, негамма	Anti-human globulin test, indirect, titer, non-gamma
  4008007 		Флебография шеи	Phlebography of neck
  4036002 		Артроскопия локтя с обширной хирургической обработкой раны	Arthroscopy of elbow with extensive debridement
  4165006 		Кожная проба замедленной гиперчувствительности на лизат стафага	Delayed hypersensitivity skin test for staphage lysate
  4192000 		Токсикологические испытания фосфорорганического инсектицида	Toxicology testing for organophosphate insecticide
  4321009 		Двусторонняя артериограмма ноги	Bilateral leg arteriogram
  4337003 		Измерение гомогентизиновой кислоты	Homogentisic acid measurement
  4436008 		Измерение рецептора MCP	MCP receptor measurement
  4438009 		Венография нижней полой вены	Venography of vena cava
  4447001 		Вскрытие, макроскопическое и микроскопическое исследование, мертворожденный или новорожденный без ЦНС	Autopsy, gross and microscopic examination, stillborn or newborn without CNS
  4466001 		Исследование артерии верхней конечности	Exploration of artery of upper limb
  4475004 		Измерение цианида	Cyanide measurement
  4487006 		Измерение норадреналина в положении лежа на спине	Norepinephrine measurement, supine
  4525004 		Визит пациента в отделение неотложной помощи	Emergency department patient visit
  4594007 		Изомеры копропорфирина, серии I и III, моча	Coproporphyrin isomers, series I & III, urine
  4613005 		Радиоиммуноанализ	Radioimmunoassay
  4625008 		Измерение апикального пульса	Apical pulse taking
  4691008 		Выявление антигена ротавируса в кале	Identification of rotavirus antigen in feces
  4701005 		Анализ колониеобразующих единиц-гранулоцитов-моноцитов-эритроидов-мегакариоцитов	Colony forming unit-granulocyte-monocyte-erythroid-megakaryocyte assay
  4713000 		Эндоскопия и фотография	Endoscopy and photography
  4727005 		Электрофорез липопротеинов	Lipoprotein electrophoresis
  4737000 		Культура микобактерий	Mycobacteria culture
  4804005 		Тест на микробную идентификацию	Microbial identification test
  4815000 		Идентификация антител, панель антител эритроцитов, фермент, двухэтапная методика, включая античеловеческий глобулин	Antibody identification, RBC antibody panel, enzyme, 2 stage technique including anti-human globulin
  4902005 		Измерение этхлорвинола	Ethchlorvynol measurement
  4903000 		Электрофорез сывороточных белков	Serum protein electrophoresis
  4934001 		Сальпингография	Salpingography
  4970003 		Венография	Venography
  4993009 		Ишемическая тренировка конечностей с ЭМГ и определением молочной кислоты	Ischemic limb exercise with EMG and lactic acid determination
  5019003 		Прямая ларингоскопия с биопсией	Direct laryngoscopy with biopsy
  5021008 		Измерение альдостерона, стоя, диета с нормальным содержанием соли	Aldosterone measurement, standing, normal salt diet
  5022001 		Измерение диэтиламида лизергиновой кислоты	Lysergic acid diethylamide measurement
  5025004 		Анализ спермы, наличие и подвижность сперматозоидов	Semen analysis, presence and motility of sperm
  5055006 		Тест системы Uniscept	Uniscept system test
  5091004 		Исследование заболеваний периферических сосудов	Peripheral vascular disease study
  5105000 		Эндоскопия почечной лоханки	Endoscopy of renal pelvis
  5110001 		Ультразвуковая периферическая визуализация, сканирование в реальном времени	Ultrasound peripheral imaging, real time scan
  5113004 		Бесплатное измерение T4	T4 free measurement
  5131003 		Рентгенография грудной клетки	Radiography of chest wall
  5190000 		Слияние клеток	Cell fusion
  5216004 		Трехмерная ультразвуковая визуализация сердца	Three dimensional ultrasound imaging of heart
  5264008 		Измерение общего содержания желчных кислот	Total bile acids measurement
  5338000 		Измерение никотина	Nicotine measurement
  5393006 		Исследование паращитовидных желез с исследованием средостения с помощью стернального сплит-доступа	Exploration of parathyroid with mediastinal exploration by sternal split approach
  5422005 		Измерение амилазы, перитонеальная жидкость	Amylase measurement, peritoneal fluid
  5433008 		Рентгенограмма скелета нижней конечности	Skeletal X-ray of lower limb
  5457008 		Серологический тест на Rickettsia conorii	Serologic test for Rickettsia conorii
  5479003 		Выберите аудиометрию изображения	Select picture audiometry
  5506006 		Разрез и исследование брюшной стенки	Incision and exploration of abdominal wall
  5551006 		Прямая ларингоскопия с резекцией черпаловидной железы с помощью операционного микроскопа	Direct laryngoscopy with arytenoidectomy with operating microscope
  5570001 		Артротомия при инфекции с исследованием и дренированием запястно-пястного сустава	Arthrotomy for infection with exploration and drainage of carpometacarpal joint
  5586008 		Измерение дегидратазы аминолевулиновой кислоты	Aminolevulinic acid dehydratase measurement
  5608002 		Измерение экскреции	Excretion measurement
  5638008 		Измерение углеводов	Carbohydrate measurement
  5651003 		Измерение арилсульфатазы А	Arylsulfatase A measurement
  5669007 		Портативная электроэнцефалограмма бодрствования и сна со стимуляцией	Portable electroencephalogram awake and asleep with stimulation
  5731009 		Гемосидерин, количественное измерение	Hemosiderin, quantitative measurement
  5733007 		Флуоресцентная идентификация антинуклеарных антител	Fluorescent identification of anti-nuclear antibody
  5785009 		Судебно-медицинская экспертиза	Forensic autopsy
  5818005 		Тест на флокуляцию	Flocculation test
  5823005 		Диагностическая рентгенография, слева	Diagnostic radiography, left
  5857002 		Анализ цитотоксичности, опосредованной комплементом	Complement mediated cytotoxicity assay
  5880005 		Клиническое обследование	Clinical examination
  5894006 		Тест с метиловым красным	Methyl red test
  5902003 		Анамнез и физикальное обследование, полное	History and physical examination, complete
  5986003 		Связывание несенсибилизированных спонтанных эритроцитов барана, E-розетка	Non-sensitized spontaneous sheep erythrocyte binding, E-rosette
  5995006 		Газожидкостная хроматография, пламенно-фотометрического типа	Gas liquid chromatography, flame photometric type
  6007000 		Магнитно-резонансная томография грудной клетки	Magnetic resonance imaging of chest
  6019008 		Эндоскопия толстой кишки	Endoscopy of large intestine
  6063004 		Измерение канамицина	Kanamycin measurement
  6126006 		Анализ фактора Фицджеральда	Fitzgerald factor assay
  6127002 		Диагностическая рентгенография брюшной полости, косая стандартная	Diagnostic radiography of abdomen, oblique standard
  6133006 		Анализ лимфокинов	Lymphokine assay
  6157006 		Эндоскопическая ретроградная холангиопанкреатография с биопсией	Endoscopic retrograde cholangiopancreatography with biopsy
  6159009 		Измерение галактозы	Galactose measurement
  6177004 		Саузерн-блот-анализ	Southern blot assay
  6205000 		Флуоресцентный антиген, титр	Fluorescent antigen, titer
  6225001 		Обнаружение антител, эритроцитов, ферментов, двухэтапная методика, включая античеловеческий глобулин	Antibody detection, RBC, enzyme, 2 stage technique, including anti-human globulin
  6238009 		Диагностическая рентгенография крестцово-подвздошных суставов	Diagnostic radiography of sacroiliac joints
  6271008 		Эхография, иммерсионное В-сканирование	Echography, immersion B-scan
  6289009 		Оценка гистограммы лейкоцитов	White blood cell histogram evaluation
  6309008 		Дифференциальный анализ кала на жир, количественный	Fecal fat differential, quantitative
  6319002 		Бета-лактамаза, хромогенный тест на чувствительность к цефалоспоринам	Beta lactamase, chromogenic cephalosporin susceptibility test
  6339003 		Кондиционирование игровая аудиометрия	Conditioning play audiometry
  6353003 		Реакция Мицуды на лепромин	Mitsuda reaction to lepromin
  6354009 		Скорость седиментации, Вестергрен	Sedimentation rate, Westergren
  6385000 		Исследование дискового пространства	Exploration of disc space
  6396008 		Измерение галактокиназы	Galactokinase measurement
  6434009 		Обнаружение семенной жидкости	Seminal fluid detection
  6438007 		Исследование цилиарного тела	Exploration of ciliary body
  6480006 		Исследование остаточной мочи мочевого пузыря	Urinary bladder residual urine study
  6491004 		Протеин S, свободный анализ	Protein S, free assay
  6521006 		Политомография	Polytomography
  6556005 		Измерение антител к ретикулину	Reticulin antibody measurement
  6589005 		Титрование антител, высокий уровень белка	Antibody titration, high protein
  6614002 		Измерение антител к одноцепочечной ДНК	Antibody to single stranded DNA measurement
  6615001 		Электроретинография	Electroretinography
  6650009 		Радионуклидное исследование слезоотводящих путей	Radionuclide lacrimal flow study
  6656003 		Тест акустической стимуляции	Acoustic stimulation test
  6668007 		Анализ фибриногена, количественный	Fibrinogen assay, quantitative
  6689003 		Иммунодиффузия, качественная	Immunodiffusion, qualitative
  6690007 		Измерение сульфонамида	Sulfonamide measurement
  6728003 		Рентгенологическое исследование всего позвоночника, переднезадней и боковой проекции	Radiologic examination of complete spine, anteroposterior and lateral
  6745008 		Непрямая ларингоскопия с удалением инородного тела	Indirect laryngoscopy with removal of foreign body
  6748005 		Метод электронной микроскопии, изготовление стеклянных ножей	Electron microscopy technique, glass knife making
  6782004 		Тест на покрытие метиленовым синим	Methylene blue plating test
  6880001 		Измерение рецептора C3e	C3e receptor measurement
  6898002 		Артроскопическая реконструкция задней крестообразной связки	Arthroscopically aided posterior cruciate ligament reconstruction
  6943008 		Измерение альдостерона, нормальная солевая диета, моча	Aldosterone measurement, normal salt diet, urine
  6986008 		Преципитационный тест на группу крови, идентификацию вида	Precipitin test for blood group, species identification
  7103008 		Трипсин, дуоденальная жидкость	Trypsin, duodenal fluid
  7164004 		Тест на токсоплазмоз	Toxoplasmosis dye test
  7174001 		Ультразвуковая периферическая визуализация, В-сканирование	Ultrasound peripheral imaging, B-scan
  7239006 		Проктосигмоидоскопия для дилатации	Proctosigmoidoscopy for dilation
  7256003 		Измерение противоточного электрофореза	Countercurrent electrophoresis measurement
  7288006 		Фебрильные агглютинины, качественные	Febrile agglutinins, qualitative
  7301001 		Измерение гаптоглобина, химическое	Haptoglobin measurement, chemical
  7370001 		Диагностическая рентгенография, серийные снимки	Diagnostic radiography, serial films
  7375006 		Бронхоскопия через трахеостому с биопсией бронха	Bronchoscopy through tracheostomy with biopsy of bronchus
  7421004 		Визуализация костного мозга, ограниченная область	Bone marrow imaging, limited area
  7510005 		Проверка цветового зрения	Color vision examination
  7541006 		Разрез и исследование яичка	Incision and exploration of testis
  7546001 		Анамнез и физикальное обследование, последующее наблюдение за новообразованными заболеваниями	History and physical examination, follow-up for neoplastic disease
  7557006 		Измерение витамина Е	Vitamin E measurement
  7562007 		Радиоизотопное исследование эндокринной системы	Radioisotope study of endocrine system
  7576008 		Спинальная ангиография, селективная	Spinal angiography, selective
  7606004 		Измерение метгемоглобина, качественное	Methemoglobin measurement, qualitative
  7656009 		Изотопное исследование почечного плазмотока	Isotope study for renal plasma flow
  7677007 		Испытание на дифференциальное давление	Consonant differential pressure test
  7740009 		Измерение фруктозамина	Fructosamine measurement
  7750005 		Гибкая фиброларингоскопия с биопсией	Flexible fiberoptic laryngoscopy with biopsy
  7786006 		Тест VDRL	VDRL test
  7812007 		Рентгенологическое исследование грудопоясничного отдела позвоночника в переднезадней и боковой проекции	Radiologic examination of thoracolumbar spine, anteroposterior and lateral
  7837002 		Измерение ртути, волосы	Mercury measurement, hair
  7839004 		Разрез и исследование мужской промежности	Incision and exploration of male perineum
  7887009 		Измерение пальмитата	Palmitate measurement
  7932007 		Измерение клоназепама	Clonazepam measurement
  7949000 		Артротомия плечевого сустава при инфекции с исследованием	Arthrotomy of glenohumeral joint for infection with exploration
  7962001 		Измерение этосуксимида	Ethosuximide measurement
  7992005 		Количественное измерение антител к ДНК	Quantitative anti-DNA antibody measurement
  7993000 		Визуализация костного мозга, все тело	Bone marrow imaging, whole body
  7995007 		Ангиография артерий нижних конечностей с сериалографией	Angiography of lower extremity arteries with serialography
  8031000 		Вагинограмма	Vaginogram
  8073008 		Ультразвуковой контроль аспирации яйцеклеток	Ultrasonic guidance for aspiration of ova
  8138008 		Анализ на антитромбин III, функциональный	Antithrombin III assay, functional
  8151003 		Эхокардиография для определения сердечного выброса	Echocardiography for detecting cardiac output
  8180007 		Фиброоптическая колоноскопия через колостому	Fiberoptic colonoscopy through colostomy
  8196005 		Анализ фактора свертывания крови VII	Clotting factor VII assay
  8243008 		Измерение давления интерстициальной жидкости	Measurement of interstitial fluid pressure
  8244002 		Измерение изоферментов щелочной фосфатазы	Alkaline phosphatase isoenzymes measurement
  8246000 		Электроэнцефалограмма во время операции на сонной артерии	Electroencephalogram during carotid surgery
  8321003 		тест Эриксена	Erichsen's test
  8358003 		Диагностическая рентгенография, двусторонняя	Diagnostic radiography, bilateral
  8364005 		Измерение фосфора	Phosphorus measurement
  8404006 		Анализ хемотаксиса	Chemotaxis assay
  8424005 		Измерение альфа-фукозидазы, лейкоциты	Alpha-fucosidase measurement, leukocytes
  8446002 		Количественная иммунологическая идентификация антигена или антитела	Quantitative immunologic identification of antigen or antibody
  8449009 		Рентгенография крестцово-копчикового отдела позвоночника	Radiography of sacrococcygeal spine
  8463003 		Набор для идентификации микроорганизмов, метод API 20A	Microbial identification kit, API 20A method
  8478005 		Анализ желудочного сока, титрование pH	Gastric fluid analysis, pH titration
  8503002 		Диагностическая рентгенография с контрастным веществом, двусторонняя	Diagnostic radiography with contrast media, bilateral
  8541009 		Измерение германия	Germanium measurement
  8574009 		Оценка тромбоцитов	Platelet estimate
  8606002 		Трансиллюминация носовых пазух	Transillumination of nasal sinuses
  8611000 		Измерение 2,3-дифосфоглицерата, эритроциты	2,3-diphosphoglycerate measurement, erythrocytes
  8642005 		Измерение бериллия	Beryllium measurement
  8655006 		Измерение свинца, количественное, кровь	Lead measurement, quantitative, blood
  8693001 		Радионуклидная идентификация опухоли глаза	Radionuclide identification of eye tumor
  8698005 		Иммунохемилюминесцентное измерение паратиреоидного гормона (ПТГ)	Parathyroid hormone (PTH) immunochemiluminescent measurement
  8706007 		Тест на толерантность к аргинину	Arginine tolerance test
  8777004 		Разрез и исследование толстой кишки	Incision and exploration of large intestine
  8874001 		Артроскопия коленного сустава с медиальной и латеральной менискэктомией	Arthroscopy of knee with medial and lateral meniscectomy
  8879006 		Измерение креатинина, суточная моча	Creatinine measurement, 24 hour urine
  8890001 		Анализ мочи на тяжелые металлы	Heavy metal screen on urine
  8959002 		Масс-спектрометрическое измерение	Mass spectrometry measurement
  8992008 		Бактериальное серологическое исследование	Bacterial serologic study
  8994009 		Исследование пероральной абсорбции радиоактивного железа	Radioiron oral absorption study
  9002005 		Ручное тестирование мышечной функции	Manual testing of muscle function
  9011005 		Измерение гаптоглобина, электрофорез	Haptoglobin measurement, electrophoresis
  9087001 		Исследование черепных нервов	Exploration of cranial nerve
  9104009 		Исследование мягких тканей	Exploration of soft tissue
  9106006 		Интраоперационная кардиальная стимуляция и картирование	Intraoperative cardiac pacing and mapping
  9134004 		Баллистокардиография	Ballistocardiography
  9173004 		Экран на тяжелые металлы в желудочном соке	Heavy metal screen on gastric fluid
  9213003 		Анализ желудочного сока, измерение свободной кислоты	Gastric fluid analysis, free acid measurement
  9232009 		Тест на флуоресцентную абсорбцию трепонемных антител	Fluorescent treponemal antibody absorption test
  9330003 		Измерение пенициллина	Penicillin measurement
  9336009 		Химический анализ, качественный и количественный	Chemical test, qualitative and quantitative
  9381008 		Идентификация антител, эритроциты, физиологический раствор и AHG	Antibody identification, RBC, saline and AHG
  9403009 		Диагностическая рентгенография, минифильм	Diagnostic radiography, minifilm
  9456006 		Измерение pH, венозный	pH measurement, venous
  9474002 		Эндоскопия и калибровка	Endoscopy and calibration
  9486004 		Количественная микробная культура, метод фильтровальной бумаги	Quantitative microbial culture, filter paper method
  9517003 		Зеркальный осмотр	Mirror examination
  9518008 		Фистулография брюшной стенки с контрастом (процедура)	Fistulography of abdominal wall with contrast (procedure)
  9525001 		Тест на опускание плеча	Shoulder depression test
  9564003 		Общий анализ крови с лейкоцитарным индексом, автоматизированный	Complete blood count with white cell differential, automated
  9606007 		Рост на агаре МакКонки без теста на кристаллический фиолетовый	Growth on MacConkey agar without crystal violet test
  9616004 		Измерение тетракаина	Tetracaine measurement
  9698004 		Передача культуры в держащие носители	Transfer of culture to holding media
  9704004 		Компьютерная томография, ограниченные исследования	Computerized tomography, limited studies
  9718006 		Анализ полимеразной цепной реакции	Polymerase chain reaction analysis
  9759000 		Тест на резистентность к лизоциму	Lysozyme resistance test
  9777005 		Измерение желчных пигментов, моча	Bile pigment measurement, urine
  9833008 		Тест удельного веса по Уорду	Ward specific gravity test
  9897006 		Активность сайта связывания рецептора	Receptor binding site activity
  9915003 		Анализ фактора свертывания X	Clotting factor X assay
  9954002 		Серологический тест на краснуху	Serologic test for rubella
  9988008 		Компьютерная томография, косая	Computerized tomography, oblique
  10071009 		Анализ на антистрептокиназу	Anti-streptokinase assay
  10072002 		Измерение флуоресцентных антител	Fluorescent antibody measurement
  10104004 		Проточная цитометрия перекрестной пробы, два цвета	Flow cytometric crossmatch, two colors
  10110004 		Тест на адгезию тромбоцитов	Platelet adhesiveness test
  10140002 		Опиаты, качественные	Opiates, qualitative
  10181005 		Диагностическая рентгенография крестцово-копчикового сочленения	Diagnostic radiography of sacrococcygeal joint
  10187009 		Измерение кетоновых тел, качественное	Ketone bodies measurement, qualitative
  10199002 		Фонокардиограмма с отведением ЭКГ	Phonocardiogram with ECG lead
  10223001 		Жировое пятно, моча	Fat stain, urine
  10239008 		Ревматоидный фактор, количественный	Rheumatoid factor, quantitative
  10268009 		Иммунохемилюминесцентный анализ	Immunochemiluminescent assay
  10374007 		Эхография, контактное В-сканирование	Echography, contact B-scan
  10428007 		Рентгенологический контроль расширения мочеточников	Radiologic guidance for dilation of ureters
  10447005 		Измерение мапротилина	Maprotiline measurement
  10489002 		Эндоскопия носа с полипэктомией носа	Nasal endoscopy with nasal polypectomy
  10563004 		Тест на нарушение сна	Sleep disorder function test
  10666003 		Исследование для удаления глубокого инородного тела предплечья	Exploration for removal of deep foreign body of forearm
  10670006 		Измерение оксазепама	Oxazepam measurement
  10672003 		Тест на минимальную бактерицидную концентрацию, метод макроразведения	Minimum bactericidal concentration test, macrodilution method
  10688003 		Измерение анодной инверсионной вольтамперометрии	Anodic stripping voltammetry measurement
  10689006 		Исследование нерва	Exploration of nerve
  10812009 		Газы крови, капиллярное измерение	Blood gases, capillary measurement
  10820006 		Измерение бета-лактамазы	Beta lactamase measurement
  10821005 		Анализ желудочного сока, пищевой, судебно-медицинский	Gastric fluid analysis, food, forensic
  10822003 		Фекальный трипсин, качественный 24-часовой образец	Fecal trypsin, qualitative 24-hour specimen
  10829007 		Тест перфузии пищевода кислотой (Бернштейн)	Esophagus acid perfusion test (Bernstein)
  10847001 		Бронхоскопия	Bronchoscopy
  10909005 		Аудиометрическое групповое тестирование	Audiometric group testing
  10910000 		Измерение перекрестного иммуноэлектрофореза	Crossed immunoelectrophoresis measurement
  10919004 		Атомная абсорбция, пламенного типа	Atomic absorption, flame type
  10939000 		Тест на усвоение железа	Iron uptake test
  10946009 		тест Файерштайна	Fajersztajn test
  10956008 		Ретракция сгустка, ингибирование лекарственным средством	Clot retraction, inhibition by drug
  10967009 		Количество эозинофилов, носовой	Eosinophil count, nasal
  11017006 		Анализ тромбоксана B2	Thromboxane B2 assay
  11078007 		Анализ фактора Флетчера	Fletcher factor assay
  11138003 		Измерение кислых мукополисахаридов	Acid mucopolysaccharides measurement
  11148001 		Внутрисердечная электрофизиологическая процедура с ЭКГ	Intracardiac electrophysiologic procedure with ECG
  11175008 		Процедура идентификации насекомых	Insect identification procedure
  11184008 		Анализ мочи, крови, качественный	Urinalysis, blood, qualitative
  11198000 		Измерение карнитина, ткань	Carnitine measurement, tissue
  11269009 		Изотопное исследование объема плазмы	Isotope study for plasma volume
  11274001 		Измерение лактатдегидрогеназы	Lactate dehydrogenase measurement
  11278003 		Визуализация почек с исследованием сосудистого кровотока и функции	Kidney imaging with vascular flow and function study
  11295006 		Ангиография плечевой артерии	Angiography of brachial artery
  11304004 		Кожная проба замедленной гиперчувствительности на дифтерию	Delayed hypersensitivity skin test for diphtheria
  11343000 		Аноскопия с биопсией	Anoscopy with biopsy
  11362002 		Измерение антител к вирусу Эпштейна-Барр MA	Epstein-Barr MA antibody measurement
  11377005 		Прямая ларингоскопия с иссечением опухоли	Direct laryngoscopy with excision of tumor
  11390003 		Забрюшинная эхография, В-скан, ограниченная	Retroperitoneal echography, B-scan, limited
  11405004 		Тест на разжижение желатина	Gelatin liquefaction test
  11415005 		Идентификация антител, панель антител эритроцитов, стандартная методика	Antibody identification, RBC antibody panel, standard technique
  11485002 		Электронная микроскопия для быстрой идентификации вирусов	Electron microscopy for viral identification rapid
  11560009 		Эндоскопия аденоидов	Endoscopy of adenoid
  11561008 		Измерение рецептора C1q	C1q receptor measurement
  11610007 		Измерение арилсульфатазы А, фибробласты	Arylsulfatase A measurement, fibroblasts
  11634002 		Диагностическая рентгенография, исследования в положении лежа и стоя	Diagnostic radiography, supine and erect studies
  11732005 		Простая цистометрограмма	Simple cystometrogram
  11743002 		Анализ спермы после вазэктомии	Semen analysis, post vasectomy
  11756009 		Измерение рецептора фактора H	Factor H receptor measurement
  11758005 		Количественная фотоплетизмография, венозная	Quantitative photoplethysmography, venous
  11760007 		Флюороскопия во время операции	Fluoroscopy during operation
  11819005 		Окулярная термография	Ocular thermography
  11821000 		Фармакометрическое исследование	Pharmacometric study
  11829003 		Измерение витамина B6	Vitamin B6 measurement
  11846000 		Измерение анилина	Aniline measurement
  11892002 		Компьютерная томография, сагиттальная	Computerized tomography, sagittal
  11895000 		Исследование глаза с помощью трейсера	Tracer study of eye
  11900001 		Анализ спермы	Semen analysis
  11905006 		Тест системы Pasco	Pasco system test
