CODE	UZ	RU	EN
7233.47	Koʼtarma-transport qurilmalari montajchisi 	Монтажник подъемно-транспортного оборудования 	Elevator Installer 
7233.48	Koʼtarma transport uzlukli harakat qurilmalari montajchisi 	Монтажник подъемно-транспортного оборудования прерывного действия 	Installation of breakdown equipment 
7233.49	Reaktsion apparatlar montajchisi 	Монтажник реакционных аппаратов 	Reaction apparatus assembler 
7233.50	Qishloq xoʼjaligi qurilmalari montajchisi 	Монтажник сельскохозяйственного оборудования 	Agricultural Equipment Fitter 
7233.51	Ventilyatsiya va pnevmatik transport tizimlarini montajchisi 	Монтажник систем вентиляции и пневмотранспорта 	Installation of ventilation and pneumatic transport systems 
7233.52	Ventilyatsiya, havoni konditsatsiyalash tizimlari, pnevmotransport va aspiratsiya montajchisi 	Монтажник систем вентиляции, кондиционирования воздуха, пневмотранспорта и аспирации 	Installation of ventilation, air conditioning, pneumatic and aspiration systems 
7233.53	Qurilish mashinalari va mexanizmlari montajchisi 	Монтажник строительных машин и механизмов 	Construction machinery and equipment fitter 
7233.54	Texnologik qurilmalar va ular bilan bogʼliq konstruktsiyalar montajchisi 	Монтажник технологического оборудования и связанных с ним конструкций 	Assembler of process equipment and associated structures 
7233.55	Yogʼochlarni sudrab tashish va yuklash qurilmasi mashinisti 	Монтажник трелевочного и погрузочного оборудования 	Installer of treadmill and loading equipment 
7233.56	Quvuragregatlar va sinxron kompensatorlar montajchisi 	Монтажник трубоагрегатов и синхронных компенсаторов 	Pipe assembly and synchronous compensator fitter 
7233.57	Yuzadagi shaxta qurilmalari montajchisi 	Монтажник шахтного оборудования на поверхности 	Surface Equipment Fitter 
7233.58	Kema xavfsizlik jihozlari montyori 	Монтер судовых средств безопасности 	Ship safety equipment 
7233.59	Kema dvigatelini mustaqil boshqarish motoristi 	Моторист самостоятельного управления судовым двигателем 	Motor engineer for self-drive ship engine 
7233.60	Chorvachilikda avtomatlashgan texnologiya qurilmalarini tuzatuvchi 	Наладчик автоматизированного технологического оборудования в животноводстве 	Adjustment of automated technological equipment in livestock 
7233.61	Аvtomatlashtirilgan vagon-tarozilar sozlovchisi 	Наладчик автоматизированных вагон-весов 	Automated Car Scale Controller 
7233.62	Element ishlab chiqarish avtomatlari sozlovchisi 	Наладчик автоматов элементного производства 	Automator of elemental production 
7233.63	Temiryoʼl-qurilish mashina va mehanizmlarini sozlovchisi 	Наладчик железнодорожно-строительных машин и механизмов 	Engineer of railway construction machinery and equipment 
7233.64	Quyish mashinalari sozlovchisi 	Наладчик литейных машин 	Foundry fitter 
7233.65	Plastmassadan buyumlar ishlab chiqarish avtomatik liniyalar jihozlari sozlovchisi 	Наладчик машин и автоматических линий по производству изделий из пластмасс 	Set up of machines and automatic lines for the production of plastic products 
7233.66	Gʼisht ishlab chiqarish avtomatik liniyalari va jihozlari sozlovchisi 	Наладчик машин и автоматических линий по производству кирпича 	Adjustment of machines and automatic lines for brick production 
7233.67	Yuvish mashinalarini sozlovchi 	Наладчик моечных машин 	Car Wash Technician 
7233.68	Qurilmalarni tuzatuvchi 	Наладчик оборудования 	Equipment Setter 
7233.69	Qogʼoz ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования в бумажном производстве 	Equipment Setter in Paper Manufacturing 
7233.70	Аsbest texnik buyumlar ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования в производстве асбестовых технических изделий 	Equipment Adjuster in the Asbestos Technical Products Industry 
7233.71	Аerozol upakovkalar ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования в производстве аэрозольных упаковок 	Equipment Setter in Aerosol Packaging 
7233.72	Qimmatbaho metallar ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования в производстве драгоценных металлов 	Equipment Maintenance in the Precious Metals Industry 
7233.73	Oziq-ovqat mahsulotlari ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования в производстве пищевой продукции 	Equipment Control in food production 
7233.74	Devorbop va bogʼlovchi materiallar ishlab chiqarish qurilmalari sozlovchisi 	Наладчик оборудования в производстве стеновых и вяжущих материалов 	Equipment Adjustment in the production of wall and tie materials 
7233.75	Issiq saqlash materiallari ishlab chiqarishda qurilmalar sozlovchisi 	Наладчик оборудования в производстве теплоизволяционных материалов 	Equipment Setter in the production of heat-producing materials 
7233.76	Togʼ shaxtasi qurilmalari sozlovchisi 	Наладчик оборудования горношахтного 	Mining equipment fitter 
7233.77	Temirbeton ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования железобетонного производства 	Fitter of concrete production equipment 
7233.78	Tunika qutichalar ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования жестяно-баночного производства 	Tinplate equipment fitter 
7233.79	Igna ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования игольного производства 	Equipment Specialist for Needle Production 
7233.80	Keramika ishlab chiqarishda jihozlar sozlovchisi 	Наладчик оборудования керамического производства 	Ceramic equipment repair 
7233.81	Lak-buyoq qatlamlar berish jihozlari sozlovchisi 	Наладчик оборудования лакокрасочных покрытий 	Paint coating equipment setter 
7233.82	Metall qoplash va boʼyash jihozlari sozlovchisi 	Наладчик оборудования металлопокрытия и окраски 	Metal coating and painting equipment 
7233.83	Toshga ishlov berish boʼyicha jihozlar sozlovchisi 	Наладчик оборудования по обработке камня 	Stone processing equipment adjuster 
7233.84	Rezina buyumlar va poyafzal ishlab chiqarish jihozlari sozlovchisi 	Наладчик оборудования по производству резиновых изделий и обуви 	Rubber and footwear equipment repair 
7233.85	Shisha ishlab chiqarish qurilmasi tuzatuvchisi 	Наладчик оборудования стекольного производства 	Glass production equipment adjuster 
7233.86	Quvur ishlab chiqarish qurilmalarini sozlovchi 	Наладчик оборудования трубного производства 	Pipe equipment manufacturer 
7233.87	Qumoqlash mashinalari sozlovchisi 	Наладчик окомковательных машин 	Tiller 
7233.88	Matbaa jihozlari sozlovchisi 	Наладчик полиграфического оборудования 	Printing equipment technician 
7233.89	Аkkumulyator ishlab chiqarish yarimavtomat qurilmalari sozlovchisi 	Наладчик полуавтоматических установок аккумуляторного производства 	Battery production semi-automatic installation set-up 
7233.90	Temir yoʼl mashina va mexanizmlarini sozlovchi 	Наладчик путевых машин и механизмов 	Track and Drive Maintenance 
7233.91	Yigʼish avtomatlari, yarimavtomatlar va avtomatik liniyalar sozlovchisi 	Наладчик сборочных автоматов, полуавтоматов и автоматических линий 	Set-up of assembly machines, semi-automatic and automatic lines 
7233.92	Payvandlash va gazplazmali kesish jihozlari sozlovchisi 	Наладчик сварочного и газоплазморезательного оборудования 	Welding and gas-plasma repair equipment adjuster 
7233.93	Traktorlar va qishloq xoʼjaligi mashinalarini sozlovchi 	Наладчик сельскохозяйственных машин и тракторов 	Farm machinery and tractor fitters 
7233.94	Qurilish mashinalarini sozlovchi 	Наладчик строительных машин 	Construction machine fitter 
7233.95	Quritish-tozalash jihozlarini sozlovchi 	Наладчик сушильно-очистительного оборудования 	Dry cleaning equipment 
7233.96	Texnologik jihozlarni sozlovchi 	Наладчик технологического оборудования 	Equipment Setter 
7233.97	Olmos va oʼta qattiq materiallarni sintezlash qurilmalari sozlovchisi 	Наладчик установок для синтеза алмазов и сверхтвердых материалов 	Set up of machines for the synthesis of diamonds and ultra-hard materials 
7233.98	Qolip va sterjen mashinalari sozlovchisi 	Наладчик формовочных и стержневых машин 	Adjustment of forming and rod machines 
7233.99	Defibrer toshlarni oʼrnatuvchi 	Насадчик дефибрерных камней 	Guide to Dewar Stones 
7233.100	Maydalovchi toshlarni kesuvchi 	Насекальщик мелющих камней 	Chisel Grinder 
7233.101	Toʼr tortuvchi 	Натяжчик сеток 	Net cord 
7233.102	Taʼmirlash fondi va texnik jihozlarga ishlov beruvchi 	Обработчик технического имущества и ремфонда 	Processing of technical equipment and storage 
7233.103	Vagonlar qarovchisi 	Осмотрщик вагонов 	Wagon Inspector 
7233.104	Vagonlardni koʼrikdan oʼtkazuvchi-taʼmirlovchi 	Осмотрщик-ремонтник вагонов 	Wagon Inspector 
7233.105	Kavsharlovchi 	Паяльщик 	Soldering iron 
7233.106	Kondensator paketlarini kavsharlovchi 	Паяльщик пакетов конденсаторов 	Condenser Package Soldering 
7233.107	Kavsharlovchi-tunukachi 	Паяльщик-жестянщик 	Soldering iron 
7233.108	Viniplast boʼyicha kavsharlovchi 	Паяльщик по винипласту 	Vinyl solder 
7233.109	Qoʼrgʼoshin bilan kavsharlovchi 	Паяльщик по свинцу (свинцовопаяльщик) 	Lead soldering iron (lead soldering iron) 
7233.110	Texnologik moslamani tuzatuvchi 	Правщик технологической оснастки 	Equipment Janitor 
7233.111	Temir yoʼl remonti sifati boʼyicha qabul qiluvchi 	Приемщик по качеству ремонта пути 	Quality Repair Route Acceptor 
7233.112	Kema tekshiruvchisi 	Проверщик судовой 	Ship’s inspector 
7233.113	Parovoz qozonlarini yuvuvchi 	Промывальщик котлов паровозов 	Steam boiler washer 
7233.114	Gaz xoʼjaligiga xizmat koʼrsatuvchi ishchi 	Рабочий по обслуживанию газового хозяйства 	Gas maintenance worker 
7233.115	Kimyoga qarshi himoya vositalarini yakka tartibda taʼmirlovchi 	Ремонтник индивидуальных средств противохимической защиты 	Repair shop for personal protective equipment 
7233.116	Minaga qarshi qurol va qurollarni taʼmirlovchi 	Ремонтник противоминного оружия и вооружения 	Mine Weapons and Weapons Maintenance Officer 
7233.117	Texnologik moslamalarni taʼmirlovchi 	Ремонтник технологической оснастки 	Toolmaker 
7233.118	Ballonlarni yigʼuvchi 	Сборщик баллонов 	Cylinder collector 
7233.119	Yogʼoch kemalarni yigʼuvchi 	Сборщик деревянных судов 	Wood Vessel Collector 
7233.120	Yigirish bloklari va dozalash nasoslarni yigʼuvchi 	Сборщик прядильных блоков и дозирующих насосов 	Pick-up of spinning units and dosing pumps 
7233.121	Yigirish bloklari va nasoslarni yigʼuvchi 	Сборщик прядильных блоков и насосов 	Gathering of spinning units and pumps 
7233.122	Fleksografik bosma uchun qoliplar yigʼuvchi 	Сборщик форм для флексографской печати 	Form Collector for Flexographic Printing 
7233.123	Аvariya-tiklash ishlari chilangari 	Слесарь аварийно-восстановительных работ 	Emergency repair shop 
7233.124	Zumpfli agregati chilangari 	Слесарь зумпфового агрегата 	Subpile Assembly 
7233.125	Geotexnologik quduqlarga xizmat koʼrsatuvchi chilangar 	Слесарь на обслуживании геотехнологических скважин 	Maintenance of geotechnical wells 
7233.126	Metallurgiya va sanoat uskunalarini montajlash va sozlash boʼyicha chilangar 	Слесарь по монтажу и наладке металлургического и промышленного оборудования 	Metalworker for assembly and adjustment of metallurgical and industrial equipment 
7233.127	Аsosiy dengiz burgʼulash va estakadalarini taʼmirlash va montaj qilish boʼyicha chilangar 	Слесарь по монтажу и ремонту оснований морских буровых и эстакад 	Maintenance and repair of offshore drilling and overpass 
7233.128	Burgʼilashga xizmat koʼrsatish boʼyicha chilangar 	Слесарь по обслуживанию буровых 	Drilling Services Engineer 
7233.129	Gazdan foydalanish qurilmalariga xizmat koʼrsatish va taʼmirlash chilangari 	Слесарь по обслуживанию и ремонту газоиспользующего оборудования 	Maintenance and repair of gas-fuelled equipment 
7233.130	Elektrostantsiyalar jihozlariga xizmat koʼrsatuvchi va ularni taʼmirlovchi chilangar 	Слесарь по обслуживанию и ремонту оборудования гидроэлектростанций 	Maintenance and repair of hydroelectric power plant equipment 
7233.131	Sanitar-texnik tizimlari va jixozlariga texnik xizmat koʼrsatish va taʼmirlash boʼyicha chilangar	Слесарь по обслуживанию и ремонту санитарно-технических систем и оборудования	Plumber for the maintenance and repair of sanitary systems and equipment
7233.132	Individual issiqlik punktlariga xizmat koʼrsatish boʼyicha chilangar	Слесарь по обслуживанию индивидуальных тепловых пунктов	Maintenance of individual heat points
7233.133	Issiqlik uskunalari asboblari va avtomatik mashinalariga texnik xizmat koʼrsatish boʼyicha chilangar	Слесарь по обслуживанию контрольно-измерительных приборов и автоматов теплового оборудования	Maintenance of thermal instrumentation and automatic
7233.134	Qozonxonaga xizmat koʼrsatish boʼyicha chilangar	Слесарь по обслуживанию котельных	Boiler room maintenance
7233.135	Elektrostantsiyalar qurilmalariga xizmat koʼrsatish boʼyicha chilangar 	Слесарь по обслуживанию оборудования электростанций 	Maintenance Engineer for Power Plant Equipment 
7233.136	Raketa trekiga xizmat koʼrsatuvchi chilangar 	Слесарь по обслуживанию ракетного трека 	Maintenance Engineer for the Missile Track 
7233.137	Issiqlik punktlariga xizmat koʼrsatish boʼyicha chilangar 	Слесарь по обслуживанию тепловых пунктов 	Heat point maintenance engineer 
7233.138	Issiqlik tarmoqlariga xizmat koʼrsatish boʼyicha chilangar 	Слесарь по обслуживанию тепловых сетей 	Plumber for heat networks 
7233.139	Texnik xizmat koʼrsatish punktlarida lokomotivlarni koʼzdan kechirish va taʼmirlash chilangari 	Слесарь по осмотру и ремонту локомотивов на пунктах технического обслуживания 	Maintenance engineer for inspection and repair of locomotives at service stations 
7233.140	Dizel burgʼilash jihozlarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту бурового оборудования дизелей 	Maintenance of diesel drilling equipment 
7233.141	Qurollarni taʼmirlash boʼyicha chilangar 	Слесарь по ремонту вооружения 	Weapons Repair Smith 
7233.142	Geotexnologik qurilmalarni taʼmirlash boʼyicha chilangar 	Слесарь по ремонту геотехнологического оборудования 	Engineering technician for the repair of geotechnical equipment 
7233.143	Gidroturbina jihozlarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту гидротурбинного оборудования 	Hydraulic Turbine Repair Shop 
7233.144	Yoʼl-qurilish mashinalari va traktorlarni taʼmirlash boʼyicha chilangar 	Слесарь по ремонту дорожно-строительных машин и тракторов 	Maintenance of road construction machines and tractors 
7233.145	Choʼkma nasoslarni taʼmirlash va montaj qilish boʼyicha chilangar 	Слесарь по ремонту и монтажу погружных насосов 	Plumber for submersible pump repair and installation 
7233.146	Qurilmalarni taʼmirlash va xizmat koʼrsatish boʼyicha chilangar 	Слесарь по ремонту и обслуживанию оборудования 	Maintenance and repair of equipment 
7233.147	Yuklarni ortish mashinalarini taʼmirlash va xizmat koʼrsatish boʼyicha chilangar 	Слесарь по ремонту и обслуживанию перегрузочных машин 	Maintenance and repair of transhipment machines 
7233.148	Sanitariya tozalash maxsus mashina va jihozlarini taʼmirlash va ularga xizmat koʼrsatish boʼyicha chilangar 	Слесарь по ремонту и обслуживанию специализированных машин и оборудования санитарной очистки 	Maintenance of specialized machinery and sanitation equipment 
7233.149	Nasoslar va nasos stantsiyalarini taʼmirlash va ekspluatatsiyasi boʼyicha chilangar 	Слесарь по ремонту и эксплуатации насосов и насосных станций 	Maintenance and maintenance of pumps and pumping stations 
7233.150	Kassa apparatlarini taʼmirlovchi chilangar 	Слесарь по ремонту кассовых аппаратов 	Cashier’s repair shop 
7233.151	Kompressorni taʼmirlovchi chilangar 	Слесарь по ремонту компрессора 	Compressor Repair Tool 
7233.152	Yogʼoch tayyorlovchi jihozlarni taʼmirlovchi chilangar 	Слесарь по ремонту лесозаготовительного оборудования 	Timber repair shop 
7233.153	Lokomotivlarni taʼmirlash boʼyicha chilangar 	Слесарь по ремонту локомотивов 	Locomotive repair shop 
7233.154	Burgʼilash mexanizmlarini taʼmirlovchi chilangar 	Слесарь по ремонту механизмов бурения 	Maintenance of drilling machinery 
7233.155	Koʼpaytirish texnikasini taʼmirlovchi chilangar 	Слесарь по ремонту множительной техники 	Repair shop for the repair of the 
7233.156	Аvtoyoqilgʼi quyish shohobchasi jihozlarini taʼmirlash chilangari 	Слесарь по ремонту оборудования автозаправочной станции 	Maintenance of petrol station equipment 
7233.157	Gidravlik press jihozlarini taʼmirlash chilangari 	Слесарь по ремонту оборудования гидравлического пресса 	Hydraulic press repair shop 
7233.158	Qozonxona va kukun tayyorlash sexlari jihozlarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту оборудования котельных и пылеприготовительных цехов 	Maintenance of boiler and dust repair shops 
7233.159	Issiqlik tarmogʼidagi uskunalarni taʼmirlash boʼyicha chilangar	Слесарь по ремонту оборудования тепловых сетей 	Plumber for the repair of thermal networks 
7233.160	Yoqilgʼi uzatish jihozlarini taʼmirlovchi chilangar 	Слесарь по ремонту оборудования топливоподачи 	Fuel Repair Shop 
7233.161	Bugʼgaz turbinalari qurilmalarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту парогазотурбинного оборудования 	Repair shop for steam turbine equipment 
7233.162	Harakatlanuvchi sostavni taʼmirlovchi chilangar 	Слесарь по ремонту подвижного состава 	Maintenance of rolling stock 
7233.163	Temir yoʼl mashina va mexanizmlarini taʼmirlovchi chilangar 	Слесарь по ремонту путевых машин и механизмов 	Maintenance of track machines and mechanisms 
7233.164	Reator-turbina qurilmalarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту реакторно-турбинного оборудования 	Repair shop for reactor-turbine equipment 
7233.165	Seysmologik qidiruv apparaturalarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту сейсморазведочной аппаратуры 	Engineer for seismic equipment repair 
7233.166	Qishloq xoʼjaligi mashinalari va jihozlarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту сельскохозяйственных машин и оборудования 	Agricultural machinery and equipment maintenance engineer 
7233.167	Maxsus mashinalar, maxsus jihozlarni taʼmirlash boʼyicha chilangar 	Слесарь по ремонту спецоборудования, специальных машин 	Maintenance of special equipment, special machines 
7233.168	Ionlashtiruvchi nurlanishni oʼlchash vositalarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту средств измерений ионизирующих излучений 	Maintenance of ionizing radiation measuring equipment 
7233.169	Qurilish mashinalarini taʼmirlash boʼyicha chilangar 	Слесарь по ремонту строительных машин 	Construction Machine Repair Service 
7233.170	Elektrovoz va teplovozlarni taʼmirlovchi chilangar 	Слесарь по ремонту тепловозов и электровозов 	Maintenance of electric and diesel locomotives 
7233.171	Texnologik qurilmalarni taʼmirlovchi chilangar 	Слесарь по ремонту технологических установок 	Engineering repair of technological installations 
7233.172	Bugʼlab sovutish sistemasi chilangari 	Слесарь системы испарительного охлаждения 	Evaporative cooling system locksmith 
7233.173	Qurilish chilangari 	Слесарь строительный 	Construction Mechanic 
7233.174	Markazlashtirilgan moylash stantsiyasi chilangari 	Слесарь централизованной смазочной станции 	Centralized Lubrication Plant Locksmith 
7233.175	Elektrod mahsuloti chilangari 	Слесарь электродной продукции 	Electrical Tool Shop 
7233.176	Chilangar-tunukachi 	Слесарь-жестянщик 	Metal worker 
7233.177	Chilangar-kislorodchi 	Слесарь-кислородчик 	Plumber 
7233.178	Аpparatlar va qurilmalarni sinash boʼyicha chilangar-mexanik 	Слесарь-механик по испытанию установок и аппаратуры 	Mechanical engineer for testing installations and equipment 
7233.179	Qishloq xoʼjaligi mashinalari va jihozlarini ekspluatatsiyasi va ularga texnik xizmat koʼrsatish boʼyicha chilangar-mexanik 	Слесарь-механик по эксплуатации и техническому обслуживанию сельскохозяйственных машин и оборудования 	Mechanical maintenance and servicing of agricultural machinery and equipment 
7233.180	Kema chilangar-montajchisi 	Слесарь-монтажник судовой 	Ship’s fitter 
7233.181	Аgregatlar chilangar-sozlovchisi 	Слесарь-наладчик агрегатов 	Assembly Mechanic 
7233.182	Presschi-chilangar 	Слесарь-опрессовщик 	Plumber 
7233.183	Oʼtkazuvchi-chilangar 	Слесарь-проводчик 	Conductor 
7233.184	Taʼmirlovchi-chilangar 	Слесарь-ремонтник 	Mechanic 
7233.185	Geofizik apparaturani taʼmirlovchi-chilangar 	Слесарь-ремонтник геофизической аппаратуры 	Geophysical Equipment Repair Shop 
7233.186	Gʼisht ishlab chiqarish chilangar-taʼmirchisi 	Слесарь-ремонтник кирпичного производства 	Brick Repair Shop 
7233.187	Vakuumli nasoslarga xizmat koʼrsatuvchi chilangar-taʼmirchi 	Слесарь-ремонтник по обслуживанию вакуумных насосов 	Vacuum pump maintenance technician 
7233.188	Olovbardoshlovchi-chilangar-taʼmirchi 	Слесарь-ремонтник-огнеупорщик 	Mechanic-fireman 
7233.189	Qurilish konstruktsiyasini yigʼuvchi-chilangar 	Слесарь-сборщик строительных конструкций 	Construction assembler 
7233.190	Chilangar-kema taʼmirlovchi 	Слесарь-судоремонтник 	Locksmith 
7233.191	Ichki yonuv dvigatellari (IYoD) boʼyicha kema taʼmirlovchi-chilangar 	Слесарь-судоремонтник двигателей внутреннего сгорания (ДВС) 	Internal combustion engine (ICE) Repair Shop 
7233.192	Metropoliten metall konstruktsiyalariga xizmat koʼrsatish va taʼmirlash boʼyicha chilangar-elektrik 	Слесарь-электрик по обслуживанию и ремонту металлоконструкций метрополитена 	Metalworker-electrician for maintenance and repair of subway structures 
7233.193	Moylovchi 	Смазчик 	Grease 
7233.194	Kema korpuschisi-taʼmirlovchi 	Судокорпусник-ремонтник 	Repair shop 
7233.195	Lokomotiv tezligini koʼrsatuvchi tasmani oluvchi 	Съемщик лент скоростемеров локомотивов 	Locomotive Speed Tape Changer 
7233.196	Burgʼilash qulupini oʼrnatuvchi 	Установщик бурильных замков 	Drill Lock Installer 
7233.197	Elektrpech qurilmalarini oʼrnatuvchi 	Установщик оборудования на электропечи 	Installation of electric furnace equipment 
7233.198	Qurilmalarni tozalovchi 	Чистильщик оборудования 	Equipment Cleaner 
7233.199	Shaylovchi 	Экипировщик 	Equipment 
7311	Poligrafiya ishlab chiqarish va qo‘l mehnatining yuqori malakali ishchilari. Qo‘l mehnatining yuqori malakali ishchilari. Pretsizion asbob-uskunalar tayyorlash va ularni taʼmirlash bilan shug‘ullanuvchi ishchilar 	Высококвалифицированные работники полиграфии и ручного труда. Высококвалифицированные работники ручного труда. Рабочие, занимающиеся подготовкой и ремонтом точного оборудования	Highly skilled workers in printing production and manual labor. Highly skilled workers in manual labor. Workers engaged in the manufacture and repair of precision equipment
7311.1	Spirallar uchun materialni tortuvchi 	Волочильщик материала для спиралей 	Spiral Material Coiler 
7311.2	Toshlarni tanlovchi 	Выборщик камней 	Stone Picker 
7311.3	Silliqlovchi 	Галтовщик 	Flatfoot 
7311.4	Soat detallari va toshlarini silliqlovchi 	Галтовщик деталей часов и камней 	Jeweler of watch parts and stones 
7311.5	Optik detallarni darajalovchi 	Градуировщик оптических деталей 	Optical Parts Calibrator 
7311.6	Detallarni oʼlchamiga yetkazuvchi 	Доводчик деталей 	Detail Finisher 
7311.7	Spiral oʼrovchi 	Завивальщик спиралей 	Spiral Roller 
7311.8	Tibbiy asboblarni charxlovchi 	Заточник медицинского инструмента 	Medical Tool Gripper 
7311.9	Bujlar va kateterlar tayyorlovchi 	Изготовитель бужей и катетеров 	Manufacturer of buckets and catheters 
7311.10	Jilvir qogʼozlardan buyum tayyorlovchi 	Изготовитель изделий из шлифовальной шкурки 	Manufacturer of sanding products 
7311.11	Sunʼiy tishlarni yasovchi 	Изготовитель искусственных зубов 	Artificial teeth manufacturer 
7311.12	Koʼzoynak gardishini tayyorlovchi 	Изготовитель очковых оправ 	Eyewear manufacturer 
7311.13	Pulьpoekstraktor tayyorlovchi 	Изготовитель пульпоэкстракторов 	Pulpoextractor manufacturer 
7311.14	Polyaroid va nur filьtirlarini tayyorlovchi 	Изготовитель светофильтров и поляроидов 	Light filters and polaroids manufacturer 
7311.15	Fotousul bilan shkala va toʼrlar yasovchi 	Изготовитель шкал и сеток фотоспособом 	Manufacturer of scale and grid by photo 
7311.16	Protez-ortopedik buyumlar sinovchisi 	Испытатель протезно-ортопедических изделий 	Prosthetic and orthopaedic tester 
7311.17	Ip xosil qiluvchilarni kalibrlovchi 	Калибровщик нитеобразователей 	String Caliper 
7311.18	Shisha buyumlarni kalibrlovchi 	Калибровщик стеклоизделий 	Glass calibrator 
7311.19	Rangli kineskoplar gʼiloflari tayyorlashda kalibrlovchi-pretsizionist 	Калибровщик-прецизионист в производстве масок цветных кинескопов 	Precysionist in the production of colored kineskope masks 
7311.20	Krokus va jilvir qogʼozlarni tasniflovchi 	Классификаторщик крокуса и наждака 	Crustacean and chilled classifier 
7311.21	Pemza va qumni tasniflovchi 	Классификаторщик песка и пемзы 	Classifier of sand and pumice 
7311.22	Soat detallarini laklovchi 	Лакировщик деталей часов 	Watch Parts Lacquer 
7311.23	Optik detallarni laklovchi 	Лакировщик оптических деталей 	Optical Parts Lacquer 
7311.24	Nurlovchi 	Лучевальщик 	Beam Cutter 
7311.25	Protez-ortopedik buyumlar mexanigi 	Механик протезно-ортопедических изделий 	Prosthetic and orthopaedic mechanic 
7311.26	Sunʼiy tishlar modelchisi 	Моделировщик искусственных зубов 	Artificial Teeth Modeler 
7311.27	Sunьiy tishlarni oʼrnatuvchi 	Монтировщик искусственных зубов 	Denture fitter 
7311.28	Soat detallari va toshlarni qigʼuvchi 	Наборщик деталей часов и камней 	Watch and Stone Parts Kit 
7311.29	Optika ishlab chiqarishi jihozlari sozlovchisi 	Наладчик оборудования оптического производства 	Optical production equipment controller 
7311.30	Priborlarni gaz bilan toʼldiruvchi 	Наполнитель приборов газами 	Gas filler 
7311.31	Priborlarni gaz va suyuqlik bilan toʼldiruvchi 	Наполнитель приборов газами и жидкостями 	Filling agent for appliances with gases and liquids 
7311.32	Pretsizion kesish operatori 	Оператор прецизионной резки 	Precision Cutting Operator 
7311.33	Pretsizion fotolitografiya operatori 	Оператор прецизионной фотолитографии 	Precision photolithography operator 
7311.34	Xajmni oʼlchash qurilmasi operatori 	Оператор установки вымерения объема 	Volume Meter Operator 
7311.35	Tibbiy optik 	Оптик медицинский 	Optician medical 
7311.36	Kvant priborlari elementlari optigi 	Оптик элементов квантовых приборов 	Optics of quantum devices 
7311.37	Optik-mexanik 	Оптик-механик 	Optician 
7311.38	Аreometrlar belgilovchisi 	Отметчик ареометров 	Areometer marker 
7311.39	Termometrlar belgilovchisi 	Отметчик термометров 	Thermometer mark 
7311.40	Siferblatlarni bosuvchi 	Печатник циферблатов 	Clock Clerk 
7311.41	Pretsizion qotishmalar erituvchi-quyuvchisi 	Плавильщик-литейщик презиционных сплавов 	Smelter-foundry of precast alloys 
7311.42	Sunʼiy tishlar rangini tanlovchi 	Подборщик расцветок искусственных зубов 	Artificial tooth color picker 
7311.43	Jarroxlik asboblari va apparatlarini silliqlovchi 	Полировщик хирургических инструментов и аппаратов 	Surgical Instruments and Apparatus Polisher 
7311.44	Optik keramikani presslovchi 	Прессовщик оптической керамики 	Optical Ceramic Press 
7311.45	Shishalarni presslovchi 	Прессовщик стекол 	Glass presser 
7311.46	Priborchi 	Приборист 	Contructist 
7311.47	Optik yelim tayyorlovchi 	Приготовитель оптических клеев 	Optical glue maker 
7311.48	Toshlarni yuvuvchi 	Промывщик камней 	Stone Raider 
7311.49	Gaz yutgich purkovchisi 	Распылитель газопоглотителя 	Gas absorber spray 
7311.50	Minerallarni kesuvchi 	Резчик минералов 	Mineral Carver 
7311.51	Soat detallari rezba kesuvchisi 	Резьбонарезчик деталей часов 	Clock parts carving cutter 
7311.52	Sport inventari taʼmirlovchisi 	Ремонтировщик спортивного инвентаря 	Sports equipment repairer 
7311.53	Sport qurolini taʼmirlovchi 	Ремонтировщик спортивного оружия 	Sports Weapons Repairer 
7311.54	Sport kemalarini taʼmirlovchi 	Ремонтировщик спортивных судов 	Sports Boat Repairer 
7311.55	Rentgengoniometrist 	Рентгенгониометрист 	X-ray machine 
7311.56	Rentgenomexanik 	Рентгеномеханик 	Radiographer 
7311.57	Inʼektsion ignalarni yigʼuvchi 	Сборщик инъекционных игл 	Needle Collector 
7311.58	Kvantli priborlarini yigʼuvchi 	Сборщик квантовых приборов 	Quantum Instrument Collector 
7311.59	Koʼzoynak yigʼuvchi 	Сборщик очков 	Point Collector 
7311.60	Shishali priborlar yigʼuvchisi 	Сборщик приборов из стекла 	Glass Instrument Collector 
